========================================
========================================
Model Name: CNNTRANSFORMER
Epochs: 100
Training Time: 2450.35 seconds
Highest Val Acc: 0.9625
Default Test Acc: 0.8723
Test ROC-AUC: 0.9509
Test EER (%): 12.78%
Optimal Threshold: 0.000081

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 100
Training Time: 442.08 seconds
Highest Val Acc: 0.9315
Default Test Acc: 0.8561
Test ROC-AUC: 0.9383
Test EER (%): 14.38%
Optimal Threshold: 0.000101

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 442.40 seconds
Highest Val Acc: 0.9270
Default Test Acc: 0.8472
Test ROC-AUC: 0.9317
Test EER (%): 15.28%
Optimal Threshold: 0.000087

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 420.15 seconds
Highest Val Acc: 0.9486
Default Test Acc: 0.8473
Test ROC-AUC: 0.9317
Test EER (%): 15.28%
Optimal Threshold: 0.000084
Batch Size: 128

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 562.95 seconds
Highest Val Acc: 0.9858
Default Test Acc: 0.8942
Test ROC-AUC: 0.9625
Test EER (%): 10.56%
Optimal Threshold: 0.000056
Batch Size: 64

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 565.10 seconds
Highest Val Acc: 0.9712
Default Test Acc: 0.8905
Test ROC-AUC: 0.9598
Test EER (%): 10.96%
Optimal Threshold: 0.000047
Batch Size: 64

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 418.63 seconds
Highest Val Acc: 0.9362
Default Test Acc: 0.8823
Test ROC-AUC: 0.9559
Test EER (%): 11.77%
Optimal Threshold: 0.000048
Batch Size: 64

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 421.71 seconds
Highest Val Acc: 0.9329
Default Test Acc: 0.8830
Test ROC-AUC: 0.9563
Test EER (%): 11.69%
Optimal Threshold: 0.000045
Batch Size: 64
Learning Rate: 0.0005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 424.50 seconds
Highest Val Acc: 0.9642
Default Test Acc: 0.8633
Test ROC-AUC: 0.9449
Test EER (%): 13.66%
Optimal Threshold: 0.000042
Batch Size: 128
Learning Rate: 0.0005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 576.19 seconds
Highest Val Acc: 0.9315
Default Test Acc: 0.8827
Test ROC-AUC: 0.9561
Test EER (%): 11.73%
Optimal Threshold: 0.000038
Batch Size: 64
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 447.02 seconds
Highest Val Acc: 0.9350
Default Test Acc: 0.8507
Test ROC-AUC: 0.9362
Test EER (%): 14.94%
Optimal Threshold: 0.000034
Batch Size: 128
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 442.62 seconds
Highest Val Acc: 0.9354
Default Test Acc: 0.8521
Test ROC-AUC: 0.9371
Test EER (%): 14.78%
Optimal Threshold: 0.000032
Batch Size: 128
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 447.70 seconds
Highest Val Acc: 0.9354
Default Test Acc: 0.8529
Test ROC-AUC: 0.9374
Test EER (%): 14.71%
Optimal Threshold: 0.000031
Batch Size: 128
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 1037.63 seconds
Highest Val Acc: 0.9572
Default Test Acc: 0.8024
Test ROC-AUC: 0.8980
Test EER (%): 19.76%
Optimal Threshold: 0.000065
Batch Size: 64
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 767.86 seconds
Highest Val Acc: 0.9661
Default Test Acc: 0.8146
Test ROC-AUC: 0.9079
Test EER (%): 18.55%
Optimal Threshold: 0.000031
Batch Size: 64
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 1736.15 seconds
Highest Val Acc: 0.9985
Default Test Acc: 0.9204
Test ROC-AUC: 0.9769
Test EER (%): 7.95%
Optimal Threshold: 0.000062
Batch Size: 128
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 300
Training Time: 1032.71 seconds
Highest Val Acc: 0.9961
Default Test Acc: 0.8540
Test ROC-AUC: 0.9431
Test EER (%): 14.60%
Optimal Threshold: 0.000026
Batch Size: 128
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 300
Training Time: 663.05 seconds
Highest Val Acc: 0.9848
Default Test Acc: 0.8373
Test ROC-AUC: 0.9269
Test EER (%): 16.26%
Optimal Threshold: 0.000032
Batch Size: 128
Learning Rate: 0.005

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 100
Training Time: 2828.16 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.9058
Test ROC-AUC: 0.9709
Test EER (%): 9.42%
Optimal Threshold: 0.000049
Batch Size: 32
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 100
Training Time: 2853.02 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.9058
Test ROC-AUC: 0.9709
Test EER (%): 9.42%
Optimal Threshold: 0.000049
Batch Size: 32
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 100
Training Time: 2840.48 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.9058
Test ROC-AUC: 0.9709
Test EER (%): 9.42%
Optimal Threshold: 0.000049
Batch Size: 32
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 300
Training Time: 441.22 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.8820
Test ROC-AUC: 0.9552
Test EER (%): 11.80%
Optimal Threshold: 0.000137
Batch Size: 128
Learning Rate: 5e-05

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 300
Training Time: 539.97 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.8860
Test ROC-AUC: 0.9595
Test EER (%): 11.39%
Optimal Threshold: 0.000081
Batch Size: 128
Learning Rate: 5e-05

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 300
Training Time: 343.71 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.1032
Test ROC-AUC: 0.5000
Test EER (%): 0.00%
Optimal Threshold: inf
Batch Size: 128
Learning Rate: 0.05

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 100
Training Time: 2801.07 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.8862
Test ROC-AUC: 0.9582
Test EER (%): 11.38%
Optimal Threshold: 0.000009
Batch Size: 32
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 338.13 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.8873
Test ROC-AUC: 0.9622
Test EER (%): 11.27%
Optimal Threshold: 0.000069
Batch Size: 32
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 312.51 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.9004
Test ROC-AUC: 0.9609
Test EER (%): 9.97%
Optimal Threshold: 0.000128
Batch Size: 32
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 200
Training Time: 294.13 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.1032
Test ROC-AUC: 0.5000
Test EER (%): 0.00%
Optimal Threshold: inf
Batch Size: 128
Learning Rate: 0.05

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 300
Training Time: 269.86 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.1032
Test ROC-AUC: 0.7525
Test EER (%): 0.27%
Optimal Threshold: 0.500685
Batch Size: 128
Learning Rate: 5e-06

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 400
Training Time: 294.87 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.1032
Test ROC-AUC: 0.5317
Test EER (%): 0.00%
Optimal Threshold: 0.500701
Batch Size: 128
Learning Rate: 5e-06

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 400
Training Time: 515.74 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.9032
Test ROC-AUC: 0.9660
Test EER (%): 9.68%
Optimal Threshold: 0.010625
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 400
Training Time: 467.73 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.8980
Test ROC-AUC: 0.9227
Test EER (%): 10.17%
Optimal Threshold: 0.000150
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 394.80 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.9116
Test ROC-AUC: 0.9636
Test EER (%): 8.84%
Optimal Threshold: 0.000060
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 296.59 seconds
Highest Val Acc: 0.9984
Default Test Acc: 0.9058
Test ROC-AUC: 0.9556
Test EER (%): 9.42%
Optimal Threshold: 0.000050
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 565.87 seconds
Highest Val Acc: 0.9994
Default Test Acc: 0.9184
Test ROC-AUC: 0.9800
Test EER (%): 8.17%
Optimal Threshold: 0.003784
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 591.11 seconds
Highest Val Acc: 0.9998
Default Test Acc: 0.9211
Test ROC-AUC: 0.9800
Test EER (%): 7.89%
Optimal Threshold: 0.000056
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 271.69 seconds
Highest Val Acc: 0.9996
Default Test Acc: 0.9193
Test ROC-AUC: 0.9755
Test EER (%): 8.08%
Optimal Threshold: 0.000451
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 347.74 seconds
Highest Val Acc: 0.9994
Default Test Acc: 0.1032
Test ROC-AUC: 0.5000
Test EER (%): 0.00%
Optimal Threshold: inf
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 272.69 seconds
Highest Val Acc: 0.9994
Default Test Acc: 0.1032
Test ROC-AUC: 0.5000
Test EER (%): 0.00%
Optimal Threshold: inf
Batch Size: 128
Learning Rate: 0.0001

========================================
NEXT TRIAL RUN STATISTICS:
========================================
Model Name: CNNTRANSFORMER
Epochs: 500
Training Time: 270.39 seconds
Highest Val Acc: 0.9994
Default Test Acc: 0.1032
Test ROC-AUC: 0.5000
Test EER (%): 0.00%
Optimal Threshold: inf
Batch Size: 128
Learning Rate: 0.0001
